OBJECTID,LOCATION_ID,MIDPNT_LAT,MIDPNT_LON,HMGNS_FLOW_ID,HMGNS_LNK_ID,HMGNS_LNK_DESC,FLOW,ALLVEHS_MMW,ALLVEH_CALC,ALLVEHS_AADT,TRUCKS_AADT,TRUCK_CALC,PER_TRUCKS,TWO_WAY_AADT,ALLVEH_AMPEAK,ALLVEH_PMPEAK,GROWTH_RATE,CI,YR,LABEL
364534,8141,-38.3840643358927,142.622055400809,8141,7082,PRINCES HIGHWAY WEST btwn GRAUERS ROAD & GREAT OCEAN ROAD,WEST BOUND,4600,E,4900,583,E,0.15,10000,,,0.01,0.004,2017,"4,900* (12% 583*) WEST BOUND"
364535,6931,-37.6861332184855,144.926826167376,6931,169,WIDFORD STREET btwn CAMP ROAD & HILTON STREET,SOUTH BOUND,8400,E,7600,445,E,0.07,15000,,,0.024,0.003,2017,"7,600* (6% 445*) SOUTH BOUND"
364536,7452,-37.8137125756829,144.957323054212,7452,178,WILLIAM STREET btwn LONSDALE STREET & BOURKE STREET,SOUTH BOUND,9800,E,8800,358,E,0.05,18000,,,-0.004,0.001,2017,"8,800* (4% 358*) SOUTH BOUND"
364537,6934,-38.1704797013122,144.391461515453,6934,193,WILSONS ROAD btwn QUEENSCLIFF ROAD & TOWNSEND ROAD,SOUTH BOUND,4000,E,4200,256,E,0.07,8400,,,-0.003,0.004,2017,"4,200* (6% 256*) SOUTH BOUND"
364538,6937,-38.0496864117243,145.314202243152,6937,197,WOOD ROAD btwn CENTRE ROAD & GREAVES ROAD,SOUTH BOUND,4000,E,3600,149,E,0.05,7200,,,0.03,0.005,2017,"3,600* (4% 149*) SOUTH BOUND"
364539,6557,-37.697353066578,144.457595589602,6557,206,WOOLPACK ROAD btwn UNNAMED & BACCHUS MARSH-GEELONG ROAD,SOUTH BOUND,1100,E,1200,157,E,0.17,2300,,,0.037000000000000005,0.009000000000000001,2017,"1,200* (13% 157*) SOUTH BOUND"
364540,7699,-38.1479776761266,144.363256958983,7699,220,YARRA STREET btwn MALOP STREET & RYRIE STREET,SOUTH BOUND,3600,E,3800,232,E,0.07,8000,,,0.011000000000000001,0.002,2017,"3,800* (6% 232*) SOUTH BOUND"
364541,6562,-37.9610294451978,144.499907344578,6562,229,YOU YANGS ROAD btwn BOADLES LANE & RIVER STREET,SOUTH BOUND,457,E,411,24,E,0.07,850,,,0.008,0.005,2017,411* (6% 24*) SOUTH BOUND
364542,6567,-37.9987593750207,145.281570600209,6567,365,MONASH FREEWAY btwn MONASH FREEWAY Offramp & BELGRAVE-HALLAM ROAD,WEST BOUND,53000,E,48000,4500,E,0.11,90000,,,0.04,0.005,2017,"48,000* (9% 4,500*) WEST BOUND"
364543,7468,-37.9693732228424,145.23617116896,7468,297,,NORTH WEST BOUND,86000,A,77000,7200,E,0.11,155000,6800,5200,0.026000000000000002,0.004,2017,"77,000 (9% 7,200*) NORTH WEST BOUND"
364544,8062,-37.7800009675612,145.530350854127,8062,3073,WARBURTON HIGHWAY btwn MONBULK-SEVILLE ROAD & HEALESVILLE-KOO WEE RUP ROAD,WEST BOUND,8500,E,7700,372,E,0.06,15000,,,0.008,0.002,2017,"7,700* (5% 372*) WEST BOUND"
364545,7542,-37.7501274239802,145.37335672592,7542,2991,WARBURTON HIGHWAY btwn MAROONDAH HIGHWAY & WARBURTON HIGHWAY,WEST BOUND,6100,E,5500,313,E,0.07,11000,,,0.006,0.002,2017,"5,500* (6% 313*) WEST BOUND"
364546,7748,-37.8092842355411,144.932022085477,7748,3436,FOOTSCRAY ROAD btwn DOCK LINK ROAD & WESTERN LINK TOLLWAY,WEST BOUND,18000,A,16000,2400,E,0.17,33000,737,1800,0.016,0.01,2017,"16,000 (15% 2,400*) WEST BOUND"
364547,7174,-37.7425612945489,145.02261344887,7174,3725,ALBERT STREET btwn MURRAY ROAD & GOWER STREET,NORTH BOUND,16000,A,14000,768,E,0.06,30000,818,1300,0.01,0.003,2017,"14,000 (5% 768*) NORTH BOUND"
364548,8073,-37.6978328893119,145.058832834004,8073,3637,PLENTY ROAD btwn METROPOLITAN RING ROAD Offramp & SETTLEMENT ROAD,NORTH EAST BOUND,30000,E,27000,1100,E,0.05,55000,,,0.011000000000000001,0.003,2017,"27,000* (4% 1,100*) NORTH EAST BOUND"
364549,7554,-38.2488123979639,146.548336224632,7554,3904,HYLAND HIGHWAY btwn MATTINGLEY HILL ROAD & MATTINGLEY HILL ROAD,NORTH WEST BOUND,1800,E,1900,164,E,0.11,3800,,,0.037000000000000005,0.01,2017,"1,900* (9% 164*) NORTH WEST BOUND"
364550,7756,-38.2348635857847,146.376846407394,7756,4203,MORWELL-THORPDALE ROAD btwn PRINCES HIGHWAY EAST Onramp & PRINCES FREEWAY EAST,WEST BOUND,3800,E,4000,203,E,0.06,7200,,,0.019,0.001,2017,"4,000* (5% 203*) WEST BOUND"
364551,7181,-38.3942357908814,146.144655082461,7181,4114,LEONGATHA-MIRBOO ROAD btwn LEONGATHA-YARRAGON ROAD & GRAND RIDGE WEST ROAD,WEST BOUND,2300,A,2400,310,E,0.16,4800,255,196,0.01,0.013000000000000001,2017,"2,400 (13% 310*) WEST BOUND"
364552,8310,-37.5432225078306,145.66941518181,8310,1068,MAROONDAH HIGHWAY btwn MARYSVILLE ROAD & WALLACE PARADE,SOUTH WEST BOUND,949,E,1000,106,E,0.13,2000,,,0.011000000000000001,0.01,2017,"1,000* (11% 106*) SOUTH WEST BOUND"
364553,8831,-37.672393257936,145.510527636036,8831,1059,MAROONDAH HIGHWAY btwn HEALESVILLE-KOO WEE RUP ROAD & MELBA HIGHWAY,WEST BOUND,5200,E,4700,293,E,0.07,9200,,,0.012,0.003,2017,"4,700* (6% 293*) WEST BOUND"
364554,7913,-37.7505086994944,145.37190338749,7913,1050,MAROONDAH HIGHWAY btwn MANGANS ROAD & MAIN STREET,WEST BOUND,15000,E,14000,775,E,0.07,29000,,,-0.003,0.006,2017,"14,000* (6% 775*) WEST BOUND"
364555,8315,-37.7867547228889,145.275390679021,8315,1040,WHITEHORSE ROAD btwn KENT AVENUE & KALINDA ROAD,SOUTH WEST BOUND,24000,E,21000,1200,E,0.06,42000,,,0.0,0.003,2017,"21,000* (6% 1,200*) SOUTH WEST BOUND"
364556,8837,-37.8172217497587,145.213363706619,8837,1033,WHITEHORSE ROAD btwn DAMPIER GROVE & DEEP CREEK ROAD,WEST BOUND,24000,A,22000,1200,E,0.06,43000,1900,1700,-0.033,0.008,2017,"22,000 (5% 1,200*) WEST BOUND"
364557,7641,-37.4283497808177,143.36650088529,7641,341,WESTERN HIGHWAY btwn GEELONG ROAD & OLD SHIRLEY ROAD,WEST BOUND,3000,E,3200,903,E,0.35000000000000003,6300,,,0.02,0.003,2017,"3,200* (28% 903*) WEST BOUND"
364558,8181,-37.0601026596403,142.756746025751,8181,333,WESTERN HIGHWAY btwn STAWELL-WARRACKNABEAL ROAD & GRAMPIANS ROAD,NORTH WEST BOUND,2800,E,2900,989,E,0.41000000000000003,5400,,,0.022000000000000002,0.007,2017,"2,900* (34% 989*) NORTH WEST BOUND"
364559,7272,-36.7260859230271,142.205010703176,7272,324,STAWELL ROAD btwn MCPHERSON STREET & WILLIAMS ROAD,NORTH BOUND,12000,E,13000,1500,E,0.14,26000,,,0.023,0.006,2017,"13,000* (11% 1,500*) NORTH BOUND"
364560,7864,-36.4352220334457,142.015577294455,7864,315,WESTERN HIGHWAY btwn DIMBOOLA-RAINBOW ROAD & DIMBOOLA-RAINBOW ROAD,WEST BOUND,1900,E,2000,545,E,0.33,3900,,,0.014,0.006,2017,"2,000* (27% 545*) WEST BOUND"
364561,7647,-36.336370229526,141.646746403794,7647,306,WESTERN HIGHWAY btwn JAMES STREET & VICTORIA STREET,SOUTH WEST BOUND,1800,E,2000,714,E,0.46,4000,,,0.02,0.003,2017,"2,000* (36% 714*) SOUTH WEST BOUND"
364562,7961,-37.8306750298876,144.918043471563,7961,1295,WEST GATE FREEWAY btwn WEST GATE FREEWAY Offramp & WEST GATE FREEWAY,SOUTH WEST BOUND,116000,E,105000,15000,E,0.17,184000,,,0.026000000000000002,0.006,2017,"105,000* (14% 15,000*) SOUTH WEST BOUND"
364563,7964,-37.8253019227386,144.842742860539,7964,1286,WEST GATE FREEWAY btwn Millers Rd & Grieve Pde,WEST BOUND,93000,E,84000,10000,E,0.14,165000,,,0.02,0.003,2017,"84,000* (12% 10,000*) WEST BOUND"
364564,8551,-37.7860411777395,145.100525336894,8551,1352,EASTERN FREEWAY btwn DONCASTER RD & BULLEEN RD,WEST BOUND,78000,E,71000,3200,E,0.05,136000,,,0.017,0.003,2017,"71,000* (4% 3,200*) WEST BOUND"
364565,8554,-37.7934515761356,144.97929342235,8554,1333,ALEXANDRA PARADE btwn BRUNSWICK STREET & NICHOLSON STREET,WEST BOUND,42000,A,38000,3700,E,0.11,78000,2900,2300,-0.003,0.004,2017,"38,000 (10% 3,700*) WEST BOUND"
364566,7557,-38.3380540932806,144.315170158871,7557,4328,SURF COAST HIGHWAY btwn SURF COAST HIGHWAY & COOMBES ROAD,NORTH BOUND,8000,E,8500,529,E,0.08,18000,,,0.02,0.002,2017,"8,500* (6% 529*) NORTH BOUND"
364567,8083,-38.2486521798999,144.332323424216,8083,4314,SURF COAST HIGHWAY btwn MT DUNEED ROAD & PIONEER ROAD,NORTH BOUND,10000,E,11000,736,E,0.09,22000,,,0.019,0.002,2017,"11,000* (7% 736*) NORTH BOUND"
364568,7563,-38.2528754613012,145.214687623408,7563,4559,DANDENONG-HASTINGS ROAD btwn BUNGOWER ROAD & MCKIRDYS ROAD,NORTH BOUND,7100,E,6400,1200,E,0.22,10000,,,0.005,0.003,2017,"6,400* (19% 1,200*) NORTH BOUND"
364569,7565,-38.1071050997249,145.233546066868,7565,4487,DANDENONG-HASTINGS ROAD btwn THOMPSONS ROAD & HALL ROAD,NORTH BOUND,17000,E,16000,939,E,0.07,29000,,,-0.008,0.005,2017,"16,000* (6% 939*) NORTH BOUND"
364570,7771,-37.8107164441852,145.230667086493,7771,4716,RINGWOOD BYPASS btwn RINGWOOD STREET & WARRANDYTE ROAD,WEST BOUND,6200,E,5600,304,E,0.06,29000,,,0.0,0.002,2017,"5,600* (5% 304*) WEST BOUND"
364571,7187,-37.9194601507718,145.164840734321,7187,4831,WELLINGTON ROAD btwn SPRINGVALE ROAD & MONASH DRIVE,WEST BOUND,30000,A,27000,1300,E,0.05,51000,2900,1500,0.037000000000000005,0.009000000000000001,2017,"27,000 (5% 1,300*) WEST BOUND"
364572,7569,-37.211992616237,145.423119404721,7569,4920,STATION STREET btwn HIGH STREET & HIGH STREET,NORTH BOUND,826,E,875,142,E,0.2,1700,,,0.012,0.018000000000000002,2017,875* (16% 142*) NORTH BOUND
364573,8102,-37.7559389445308,145.055726546541,8102,5620,BELL-BANKSIA LINK btwn BELL STREET & UPPER HEIDELBERG ROAD,NORTH WEST BOUND,28000,E,25000,933,E,0.04,44000,,,0.006,0.002,2017,"25,000* (4% 933*) NORTH WEST BOUND"
364574,7575,-37.7451634780832,145.002838003334,7575,5532,BELL STREET btwn ST GEORGES ROAD & HIGH STREET,WEST BOUND,23000,A,21000,964,E,0.05,48000,1400,1400,0.001,0.013000000000000001,2017,"21,000 (5% 964*) WEST BOUND"
364575,7196,-37.7395095348202,144.948471111111,7196,5459,BELL STREET btwn MELVILLE ROAD & SUSSEX STREET,WEST BOUND,18000,A,16000,866,E,0.06,41000,1100,1000,0.0,0.003,2017,"16,000 (5% 866*) WEST BOUND"
364576,7200,-37.983612970049,145.145910886352,7200,5911,SPRINGVALE ROAD btwn SPRINGVALE BYPASS & SPRINGVALE BYPASS,NORTH BOUND,20000,E,18000,965,E,0.06,33000,,,-0.007,0.006,2017,"18,000* (5% 965*) NORTH BOUND"
364577,8111,-37.9184834399577,145.158705003431,8111,5834,SPRINGVALE ROAD btwn MONASH FREEWAY Offramp & WELLINGTON ROAD,NORTH BOUND,24000,E,22000,963,E,0.05,39000,,,-0.006,0.008,2017,"22,000* (4% 963*) NORTH BOUND"
364578,7237,-38.3557515742915,142.43495112833,7237,7012,PRINCES HIGHWAY WEST btwn SOUTHERN CROSS ROAD & ILLOWA ROAD,NORTH WEST BOUND,5000,E,5300,476,E,0.11,11000,,,0.024,0.004,2017,"5,300* (9% 476*) NORTH WEST BOUND"
364579,7609,-38.3123726856046,142.059234877973,7609,6977,PRINCES HIGHWAY WEST btwn ETTRICK-TYRENDARRA ROAD & UNNAMED,WEST BOUND,1200,E,1300,267,E,0.26,2500,,,0.02,0.003,2017,"1,300* (21% 267*) WEST BOUND"
364580,7244,-38.1107985227984,144.352620857124,7244,8406,MELBOURNE ROAD btwn MELBOURNE ROAD & DUNN STREET,NORTH BOUND,4000,E,4300,668,E,0.19,4300,,,0.015000000000000001,0.002,2017,"4,300* (16% 668*) NORTH BOUND"
364581,7618,-38.2072248126536,146.322309241109,7618,221,PRINCES FREEWAY EAST btwn DECAMPO DRIVE & PRINCES HIGHWAY EAST Offramp,NORTH BOUND,1900,E,2100,249,E,0.15,4200,,,0.016,0.003,2017,"2,100* (12% 249*) NORTH BOUND"
364582,7626,-37.7911816354095,144.889496964269,7626,424,BALLARAT ROAD btwn ROSAMOND ROAD & GORDON STREET,WEST BOUND,17000,A,15000,818,E,0.06,31000,774,1400,0.003,0.004,2017,"15,000 (5% 818*) WEST BOUND"
364583,7842,-37.7766659530334,144.825240862502,7842,414,BALLARAT ROAD btwn WESTERN RING ROAD Offramp & ST ALBANS ROAD,WEST BOUND,24000,E,22000,954,E,0.05,43000,,,0.025,0.003,2017,"22,000* (4% 954*) WEST BOUND"
364584,7846,-37.7482608232004,144.709732010125,7846,404,WESTERN FREEWAY btwn HOPKINS ROAD & WESTERN HIGHWAY Onramp,WEST BOUND,32000,E,29000,2800,E,0.11,59000,,,0.047,0.005,2017,"29,000* (10% 2,800*) WEST BOUND"
364585,8357,-37.7566379284289,145.069613503066,8357,1398,ROSANNA ROAD btwn LOWER PLENTY ROAD & LOWER HEIDELBERG ROAD,NORTH BOUND,25000,E,22000,1200,E,0.06,41000,,,0.02,0.006,2017,"22,000* (5% 1,200*) NORTH BOUND"
364586,8359,-37.6938761322581,145.093289414326,8359,2015,GREENSBOROUGH HWY NE BD BTWN RAMPS AT METROPOLITAN RING RD,NORTH EAST BOUND,28000,E,25000,1200,E,0.05,25000,,,0.01,0.002,2017,"25,000* (5% 1,200*) NORTH EAST BOUND"
364587,8904,-37.6864681818928,145.007126250728,8904,1404,METROPOLITAN RING ROAD btwn METROPOLITAN RING ROAD Offramp & METROPOLITAN RING ROAD Onramp,WEST BOUND,61000,E,55000,3400,E,0.07,105000,,,0.031,0.005,2017,"55,000* (6% 3,400*) WEST BOUND"
364588,8571,-37.7525192173545,144.829343030934,8571,1445,WESTERN RING ROAD btwn SUNSHINE AVENUE & WESTERN RING ROAD Onramp,NORTH EAST BOUND,7300,E,6500,645,E,0.11,13000,,,0.022000000000000002,0.002,2017,"6,500* (10% 645*) NORTH EAST BOUND"
364589,7690,-37.7946069845383,145.241545284595,7690,195,WONGA ROAD btwn WARRANWOOD ROAD & OBAN ROAD,SOUTH BOUND,5600,E,5000,203,E,0.05,10000,,,-0.005,0.001,2017,"5,000* (4% 203*) SOUTH BOUND"
364590,7692,-38.3387913856665,145.187622102388,7692,204,WOOLLEYS ROAD btwn STONY POINT ROAD & THE ESPLANADE,EAST BOUND,3900,E,3500,205,E,0.07,7000,,,0.025,0.003,2017,"3,500* (6% 205*) EAST BOUND"
364591,7697,-37.6055035933183,145.138095969156,7697,213,YAN YEAN ROAD btwn BRIDGE INN ROAD & BANNONS LANE,SOUTH BOUND,2100,E,1900,111,E,0.07,4000,,,0.018000000000000002,0.004,2017,"1,900* (6% 111*) SOUTH BOUND"
364592,7701,-38.1520846443495,144.361374777086,7701,223,YARRA STREET btwn MYERS STREET & MCKILLOP STREET,SOUTH BOUND,5500,E,5900,356,E,0.08,12000,,,-0.005,0.005,2017,"5,900* (6% 356*) SOUTH BOUND"
364593,6940,-38.1487198711769,145.12677955418,6940,231,YUILLE STREET btwn DAVEY STREET & OVERPORT ROAD,SOUTH BOUND,6500,E,5800,236,E,0.05,12000,,,-0.004,0.001,2017,"5,800* (4% 236*) SOUTH BOUND"
364594,6942,-38.024509733863,145.316787264771,6942,430,MONASH FREEWAY btwn MONASH FREEWAY Onramp & MONASH FREEWAY Offramp,NORTH WEST BOUND,48000,E,43000,2900,E,0.08,81000,,,0.047,0.003,2017,"43,000* (7% 2,900*) NORTH WEST BOUND"
364595,7466,-37.9966513571671,145.269515656061,7466,343,MONASH FREEWAY btwn MONASH FREEWAY Onramp & MONASH FREEWAY Offramp,WEST BOUND,54000,A,49000,4500,E,0.11,88000,3700,3200,0.042,0.005,2017,"49,000 (9% 4,500*) WEST BOUND"
364596,7710,-37.9600698815841,145.225359025814,7710,295,MONASH FREEWAY btwn STUD ROAD & MONASH FREEWAY Onramp,NORTH WEST BOUND,84000,E,76000,7500,E,0.11,151000,,,0.028,0.005,2017,"76,000* (10% 7,500*) NORTH WEST BOUND"
364597,8116,-37.8620136719312,145.169226740975,8116,5746,SPRINGVALE ROAD btwn BURWOOD ROAD & HIGHBURY ROAD,NORTH BOUND,27000,E,24000,1300,E,0.06,48000,,,0.0,0.002,2017,"24,000* (6% 1,300*) NORTH BOUND"
364598,7208,-37.7894037409333,144.942166115057,7208,8363,RACECOURSE ROAD btwn BOUNDARY ROAD & ELLIOTT AVENUE,WEST BOUND,20000,A,18000,958,E,0.06,34000,1000,1200,0.004,0.003,2017,"18,000 (5% 958*) WEST BOUND"
364599,8281,-38.2981728709343,145.03239210117,8281,824,NEPEAN HIGHWAY btwn FOREST DRIVE & MORNINGTON PENINSULA ROUTE Offramp,NORTH BOUND,8700,E,7800,689,E,0.1,25000,,,0.008,0.002,2017,"7,800* (9% 689*) NORTH BOUND"
364600,8285,-38.1666831802001,145.101669644121,8285,816,NEPEAN HIGHWAY btwn HUMPHRIES ROAD & HUMPHRIES ROAD,NORTH BOUND,18000,E,16000,1400,E,0.1,32000,,,0.002,0.003,2017,"16,000* (9% 1,400*) NORTH BOUND"
364601,8289,-38.0387015283939,145.108608352315,8289,807,NEPEAN HIGHWAY btwn STATION STREET & EDITHVALE ROAD,NORTH BOUND,13000,E,12000,457,E,0.05,23000,,,0.001,0.003,2017,"12,000* (4% 457*) NORTH BOUND"
364602,8474,-37.9633004354886,145.056087684525,8474,799,NEPEAN HIGHWAY btwn BAY ROAD & CHESTERVILLE ROAD,NORTH BOUND,39000,E,35000,1100,E,0.04,70000,,,-0.001,0.005,2017,"35,000* (3% 1,100*) NORTH BOUND"
364603,8292,-37.9228760129298,145.024463646363,8292,791,NEPEAN HIGHWAY btwn BREWER ROAD & DENDY STREET,NORTH WEST BOUND,45000,E,40000,2200,E,0.06,80000,,,0.003,0.004,2017,"40,000* (5% 2,200*) NORTH WEST BOUND"
364604,8800,-37.8835038248726,144.996749101059,8800,782,BRIGHTON ROAD btwn HOTHAM STREET & NEPEAN HIGHWAY,NORTH WEST BOUND,40000,E,36000,901,E,0.03,72000,,,-0.002,0.002,2017,"36,000* (3% 901*) NORTH WEST BOUND"
364605,8804,-36.2965402173575,142.846542418851,8804,830,BORUNG HIGHWAY btwn WARRACKNABEAL-BIRCHIP ROAD & SUNRAYSIA HIGHWAY,WEST BOUND,169,E,179,57,E,0.39,350,,,0.042,0.007,2017,179* (32% 57*) WEST BOUND
364606,8481,-36.2598967305909,143.211901084243,8481,837,BORUNG HIGHWAY btwn ST ARNAUD-WYCHEPROOF ROAD & ST ARNAUD-WYCHEPROOF ROAD,WEST BOUND,191,E,202,41,E,0.25,400,,,0.02,0.013000000000000001,2017,202* (20% 41*) WEST BOUND
364607,8296,-37.2838322586299,143.522094987768,8296,878,GOLDSMITH STREET btwn WILLIAMSON STREET & SUNRAYSIA HIGHWAY,NORTH WEST BOUND,766,E,811,191,E,0.29,1600,,,0.035,0.007,2017,811* (24% 191*) NORTH WEST BOUND
364608,7918,-37.8198465205986,145.138443109877,7918,1024,WHITEHORSE ROAD btwn MIDDLEBOROUGH ROAD & STATION STREET,WEST BOUND,14000,A,12000,400,E,0.04,28000,1300,752,-0.015000000000000001,0.006,2017,"12,000 (3% 400*) WEST BOUND"
364609,8823,-38.4330934757354,145.497439918895,8823,915,BASS HIGHWAY btwn BASS HIGHWAY & CORINELLA ROAD,NORTH BOUND,3900,E,4200,493,E,0.15,8400,,,-0.021,0.021,2017,"4,200* (12% 493*) NORTH BOUND"
364610,8494,-37.1796838504822,145.693282870623,8494,1075,MAROONDAH HIGHWAY btwn GOULBURN VALLEY HIGHWAY & ENDICOTT ROAD,SOUTH EAST BOUND,1100,E,1200,227,E,0.24,2400,,,0.018000000000000002,0.007,2017,"1,200* (19% 227*) SOUTH EAST BOUND"
364611,8828,-37.6506982375912,145.522947379653,8828,1066,NICHOLSON STREET btwn MAROONDAH HIGHWAY & WILSON STREET,SOUTH WEST BOUND,5600,E,5000,312,E,0.07,10000,,,0.007,0.002,2017,"5,000* (6% 312*) SOUTH WEST BOUND"
364612,8832,-37.7246972676675,145.378587095079,8832,1057,MAROONDAH HIGHWAY btwn KILLARA ROAD & STATION STREET,SOUTH BOUND,8700,E,7800,588,E,0.09,16000,,,0.007,0.002,2017,"7,800* (8% 588*) SOUTH BOUND"
364613,8313,-37.7560905485886,145.343185129425,8313,1048,MAROONDAH HIGHWAY btwn MAIN STREET & JOHN STREET,SOUTH WEST BOUND,16000,E,14000,707,E,0.06,28000,,,0.002,0.004,2017,"14,000* (5% 707*) SOUTH WEST BOUND"
364614,8503,-37.7978751942344,145.254044485634,8503,1038,WHITEHORSE ROAD btwn OBAN ROAD & DUBLIN ROAD,SOUTH WEST BOUND,27000,E,24000,1300,E,0.06,48000,,,0.017,0.007,2017,"24,000* (6% 1,300*) SOUTH WEST BOUND"
364615,8504,-37.8163662258654,145.193664165214,8504,1030,WHITEHORSE ROAD btwn MITCHAM ROAD & ROOKS ROAD,WEST BOUND,31000,E,28000,1800,E,0.07,47000,,,-0.001,0.003,2017,"28,000* (6% 1,800*) WEST BOUND"
364616,8506,-37.7496942947712,145.373027296332,8506,1087,WARBURTON HIGHWAY btwn MAROONDAH HIGHWAY & WARBURTON HIGHWAY,NORTH BOUND,15000,E,13000,1200,E,0.1,26000,,,0.01,0.004,2017,"13,000* (9% 1,200*) NORTH BOUND"
364617,8844,-38.1706315517148,144.39144894297,8844,1098,QUEENSCLIFF ROAD btwn WILSONS ROAD & ORMOND ROAD,WEST BOUND,14000,E,14000,427,E,0.04,28000,,,0.016,0.004,2017,"14,000* (3% 427*) WEST BOUND"
364618,8846,-38.1517253366657,144.351974719418,8846,1090,LATROBE TERRACE btwn MCKILLOP STREET & LATROBE TERRACE,WEST BOUND,5900,E,6200,972,E,0.19,13000,,,0.022000000000000002,0.002,2017,"6,200* (16% 972*) WEST BOUND"
364619,7470,-37.8948225954213,145.144105556766,7470,2,MONASH FREEWAY btwn BLACKBURN ROAD & MONASH FREEWAY Onramp,WEST BOUND,99000,E,89000,8800,E,0.11,179000,,,0.025,0.003,2017,"89,000* (10% 8,800*) WEST BOUND"
364620,7474,-37.8828676319207,145.09023909449,7474,7994,MONASH FREEWAY btwn WARRIGAL ROAD & MONASH FREEWAY Onramp,NORTH WEST BOUND,96000,E,86000,9000,E,0.12,170000,,,0.019,0.005,2017,"86,000* (10% 9,000*) NORTH WEST BOUND"
364621,6570,-37.9028328753012,145.152815252732,6570,188,MONASH FREEWAY btwn Blackburn Rd & Ferntree Gully Rd,NORTH WEST BOUND,96000,E,87000,10000,E,0.13,174000,,,0.029,0.003,2017,"87,000* (11% 10,000*) NORTH WEST BOUND"
364622,7473,-37.887934860551,145.112289884201,7473,8212,MONASH FREEWAY btwn Warrigal Rd off & Huningdale Rd,WEST BOUND,96000,E,86000,9000,E,0.12,172000,,,0.02,0.005,2017,"86,000* (10% 9,000*) WEST BOUND"
364623,7714,-37.8478365241598,145.042143935268,7714,7264,MONASH FREEWAY btwn MONASH FREEWAY Offramp & TOORAK ROAD,NORTH WEST BOUND,89000,E,80000,9500,E,0.14,161000,,,0.022000000000000002,0.001,2017,"80,000* (12% 9,500*) NORTH WEST BOUND"
364624,7509,-37.6854362263882,144.606933637895,7509,960,KEILOR-MELTON ROAD btwn FERRIS ROAD & FEDERATION DRIVE,SOUTH BOUND,9100,E,8200,577,E,0.08,17000,,,0.007,0.002,2017,"8,200* (7% 577*) SOUTH BOUND"
364625,7488,-37.9879531821628,145.120193496572,7488,1064,LOWER DANDENONG ROAD btwn BOUNDARY ROAD & HOWARD ROAD,WEST BOUND,16000,A,14000,877,E,0.07,30000,1400,1300,0.01,0.005,2017,"14,000 (6% 877*) WEST BOUND"
364626,7725,-37.9113956179225,145.101562562897,7725,1277,NORTH ROAD btwn NORTH ROAD & HUNTINGDALE ROAD,WEST BOUND,23000,E,21000,1400,E,0.08,42000,,,0.01,0.004,2017,"21,000* (6% 1,400*) WEST BOUND"
364627,7727,-37.9057056645708,145.053924367565,7727,1222,NORTH ROAD btwn TUCKER ROAD & KOORNANG ROAD,WEST BOUND,22000,E,19000,1100,E,0.06,38000,,,0.001,0.002,2017,"19,000* (6% 1,100*) WEST BOUND"
364628,7493,-37.9498548082901,145.077461213072,7493,1413,WARRIGAL ROAD btwn COCHRANES ROAD & KEYS ROAD,NORTH BOUND,17000,A,16000,847,E,0.06,32000,1200,1400,-0.025,0.005,2017,"16,000 (5% 847*) NORTH BOUND"
364629,7523,-37.8828655151363,145.0902384099,7523,1338,WARRIGAL ROAD btwn MONASH FREEWAY & MONASH FREEWAY,NORTH BOUND,26000,E,24000,1400,E,0.07,49000,,,-0.008,0.01,2017,"24,000* (6% 1,400*) NORTH BOUND"
364630,7498,-37.8552825456984,144.983144488376,7498,1617,PUNT ROAD btwn UNION STREET & QUEENS WAY,NORTH BOUND,16000,A,14000,787,E,0.06,30000,1200,895,-0.021,0.006,2017,"14,000 (6% 787*) NORTH BOUND"
364631,7529,-37.8153299623165,144.990366819528,7529,1502,HODDLE STREET btwn ALBERT STREET & FREEMAN STREET,NORTH BOUND,33000,E,30000,757,E,0.03,60000,,,-0.006,0.004,2017,"30,000* (3% 757*) NORTH BOUND"
364632,4146,-37.9429397791538,145.116302345919,4146,5412,CLAYTON ROAD btwn BOURKE ROAD & BOUNDARY ROAD,SOUTH BOUND,6600,A,6000,746,E,0.14,15000,390,545,-0.029,0.015000000000000001,2017,"6,000 (12% 746*) SOUTH BOUND"
364633,4485,-37.7964774888163,145.17915476767,4485,5421,MITCHAM ROAD btwn SPRINGVALE ROAD & PARK ROAD,SOUTH EAST BOUND,11000,A,9700,602,E,0.07,18000,815,853,-0.017,0.013000000000000001,2017,"9,700 (6% 602*) SOUTH EAST BOUND"
364634,4151,-37.787561699165,145.123749172478,4151,5435,DONCASTER ROAD btwn ELGAR ROAD & TRAM ROAD,EAST BOUND,15000,E,13000,407,E,0.03,26000,,,-0.001,0.002,2017,"13,000* (3% 407*) EAST BOUND"
364635,4154,-37.789163183142,145.161956517562,4154,5440,DONCASTER ROAD btwn BLACKBURN ROAD & MITCHAM ROAD,EAST BOUND,12000,A,11000,669,E,0.07,23000,839,1000,-0.006,0.006,2017,"11,000 (6% 669*) EAST BOUND"
364636,3556,-37.8045368414904,145.230298090648,3556,5449,WARRANDYTE ROAD btwn LOUGHNAN ROAD & RINGWOOD BYPASS,SOUTH BOUND,8200,E,7400,455,E,0.07,13000,,,0.03,0.008,2017,"7,400* (6% 455*) SOUTH BOUND"
